movie,site,rating,review,date
백룸,megabox,8,재미있어요 재미있어요,2026.07.02
백룸,megabox,10,무슨이야기인지 모르겠다.,2026.07.02
백룸,megabox,9,다양한 감상이 가능한 영화,2026.07.02
백룸,megabox,8,백룸과 호러의 합작품,2026.07.02
백룸,megabox,8,생각했던 것과 다른 장르의 영화였네요^^;;,2026.07.02
백룸,megabox,7,진짜 시간이 너무 빠르게 가는영화,2026.07.02
백룸,megabox,2,신선한 스토리 ..,2026.07.02
백룸,megabox,10,기묘한데 너무너무 재밌어요 리미널스페이스 취저 ㅜㅜ,2026.07.02
백룸,megabox,9,"백룸의 분위기를 좋아하면 추천, 스토리는 크게 재밌는 류는 아니지만 전하고자 하는 메시지는 담겨있다,,",2026.07.01
백룸,megabox,10,인간의 가장 큰 적은 인간이다,2026.07.01
백룸,megabox,10,엄청난 몰입감..!!,2026.07.01
백룸,megabox,6,처음과 중간은 좋았으나 끝 마무리가 아쉬웠음,2026.07.01
백룸,megabox,10,브금때문에 몰입감도 높았고 진짜 본 영화 중에 분위기때문인지 제일 무서웠어요…ㅋㅋㅋㅋ 근데 재밌는건 진짜 재밌었습니다!,2026.07.01
백룸,megabox,10,악몽 같은 신기한 영화,2026.07.01
백룸,megabox,9,특별한 소재로 치밀한 연출과 배우들의 연기가 뛰어났어요. 처음부터 끝까지 집중하게 되는 작품입니다.,2026.07.01
백룸,megabox,8,이 영화는 2번 3번 보고 이해해야,2026.07.01
백룸,megabox,10,하도 혹평이 많길래 기대 안 하고 봤는데 ㅈㅉ너무 재밌었음ㅋㅋㅋ 원래 백룸 세계관? 하나도 모르고 봤는데도 걍 재밌게 봤어요ㅎㅎ 영상미랑 특히 bgm 진짜 좋았움!,2026.07.01
백룸,megabox,6,"백룸의 구조가 신기했지만, 후반부 내용은 이해가 가지 않는다",2026.07.01
백룸,megabox,10,재미있었습니다. 깜짝 놀랄 부분이 많아요,2026.07.01
백룸,megabox,7,이해하기 조금 어렵긴한데 나쁘진 않았음 감독 나이를 알고보니 연출이 mz스럽다는 느낌이 강함,2026.07.01
백룸,megabox,7,흠 한번쯤 보는 건 괜찮을 거 같은데 굳이 추천은 안합니다!,2026.07.01
백룸,megabox,5,좀더 극한으로 갔으면 어땠을까...파운드푸티지 방식을 적극 활용했더라면...,2026.07.01
백룸,megabox,8,생각보다 잔혹했긴했는데 환한 곳에서 주는 공포 ㄷㄷ,2026.07.01
백룸,megabox,10,재미있게 관람했어요,2026.07.01
백룸,megabox,7,그냥저냥 볼만했어요. 친구들과 심야영화로 봄,2026.07.01
백룸,megabox,7,어떠한의미를품고있을까,2026.07.01
백룸,megabox,10,간만에본영화중에최고에영,2026.07.01
백룸,megabox,10,누가안무섭다그랬어 ㅈㄴ무서운데,2026.07.01
백룸,megabox,10,백룸은 신선한 소재로 다가왔다,2026.07.01
백룸,megabox,2,정신과 의사가 레전드 정신병원에 갇히다,2026.06.30
백룸,megabox,7,피곤할때보면 너무 어지럽고 힘들어요,2026.06.30
백룸,megabox,5,무의식과 실재 그 사이,2026.06.30
백룸,megabox,10,와 재밌다!!! 게임한 사람은 완전 강추합니다,2026.06.30
백룸,megabox,10,빽룸 그곳을 돌아보지 마라,2026.06.30
백룸,megabox,6,해석이 불침절해서 아쉬웠던 영화,2026.06.30
백룸,megabox,10,오....심오해요..,2026.06.30
백룸,megabox,4,개연성 부족하고 무섭지도 않음. 백룸 특유의 기괴한 분위기를 노렸으나 실패함. 백룸에 인물들이 대체 왜 들어가는지 개연성이 없으니 몰입안됨. 딱 백룸의 개념만 가볍게 알수있는 수준,2026.06.30
백룸,megabox,7,반은 졸면서 하품 나옴~ 난해한 스토리,2026.06.30
백룸,megabox,4,생각보다 별로 무서운건 없었고 스토리가 애매했어요,2026.06.30
백룸,megabox,8,극장에서 다 나가주세요,2026.06.30
백룸,megabox,9,이 영화를 보고 다락방이 있는 집에 들어가지 못하고 엄마 아빠를 보러 막차 타고 본가로 내려갔습니다,2026.06.30
백룸,megabox,7,백룸의 세계관이 별건가했는데 그냥 유투브 괴담 정도인가봅니다. 공간과 음향효과로만 공포를 유발한건 인정하지만 결국엔 괴물이 나와서 공포를 점찍네요.,2026.06.30
백룸,megabox,10,역시백룸아주재미있네요,2026.06.30
백룸,megabox,10,추천합니다. ㅎㄷㄷ,2026.06.30
백룸,megabox,9,Scary and memorable,2026.06.30
백룸,megabox,10,나쁘지않지만 어렵다 젠지는,2026.06.30
백룸,megabox,10,애매하게 가볍지도 무겁지도 않은 공포영화 백룸이란 공간의 기이함은 좋았지만 크리처가 조금 더 많고 다양했으면 어땠을까 하는 아쉬움이 든다,2026.06.30
백룸,megabox,6,설명 없이는 진짜 보기 힘든 이해하기 힘들고도 어지러운 영화,2026.06.30
백룸,megabox,10,백룸이 주인공의 무의식세계라고 보면 이해가 잘됩니다 상담사가 스스로 거기를 찾을수 있었던건 상담을 통해 주인공의 내면에 접근할수 있었기때문 나름 심오힌 영화,2026.06.30
백룸,megabox,10,재밋게잘봣습니다 .,2026.06.30
백룸,megabox,6,백룸의 세계관을 몰랐던 나는 난해해~,2026.06.29
백룸,megabox,10,영화에서 가장 중요한 건 역시 참신한 아이디어!,2026.06.29
백룸,megabox,10,연출은 만족 스토리는 좀 더 원작에 가까웠음 좋겠어서 살짝 아쉽,2026.06.29
백룸,megabox,8,내용이 좀 어려운데 재밌음!,2026.06.29
백룸,megabox,10,백룸 무서운데 재미있네요,2026.06.29
백룸,megabox,7,살짝 무슨 내용인지 싶었다,2026.06.29
백룸,megabox,10,충분히 재밌는 결말,2026.06.29
백룸,megabox,7,아들이 보고싶대서 같이 봤는데ᆢ뭐지? 어렵네요ㅜㅜ,2026.06.29
백룸,megabox,9,"백룸 (Backrooms, 2026)",2026.06.29
백룸,megabox,8,진짜 연출 너무 잘했더라,2026.06.29
백룸,megabox,5,기대했던거보다 이하였음,2026.06.29
백룸,megabox,6,의문을 갖게 하는 요소들이 꽤 있지만 긴장되는 연출이 제대로였음,2026.06.29
백룸,megabox,6,있어보이는 척 하는데 내용은 없는,2026.06.29
백룸,megabox,7,재미있게 잘봤슴요!!,2026.06.29
백룸,megabox,5,기괴하다… 불쾌하다…,2026.06.29
백룸,megabox,5,초반에 지루하다가 재밌었는데 끝으로 갈수록 읭,2026.06.28
백룸,megabox,10,이게 첫 백룸? 지리네ㅡ,2026.06.28
백룸,megabox,10,십점 만점에 백점 영화. 백룸 2 나오는 것도 전혀 신파적이지 않으니 제발 내주셨으면,2026.06.28
백룸,megabox,4,시작은 호기심이었다 그곳은,2026.06.28
백룸,megabox,7,개인사를 나쁘지는 않게 세계관에 녹여내었다,2026.06.28
백룸,megabox,7,의도된 불쾌함 찝찝한 감정의 연속,2026.06.28
백룸,megabox,9,무거운 분위기로 관객의 기분을 압도하는 미스테리 스릴러! 재밌게봤어요,2026.06.28
백룸,megabox,7,"흥미진진, 끝까지 긴장을 놓을 수 없는 영화",2026.06.28
백룸,megabox,6,"괜찮아, 변하지 않아도 된대.",2026.06.28
백룸,megabox,7,이야기가 풀어지는 부분에서 갑자기 끝나니까 좀 당황스럽네요.,2026.06.28
백룸,megabox,10,색다른 감각과표현.. 대단하다,2026.06.28
백룸,megabox,5,낯설지만 익숙한 세계 출구도 입구도 찾을 수,2026.06.28
백룸,megabox,10,내용은 무슨 내용인지 해가 잘 안가는데… 재밌게봤습니다!,2026.06.28
백룸,megabox,9,생각보다 무섭고 긴장되게 잘 만들었다,2026.06.28
백룸,megabox,8,백룸.. 잘봤습니다.,2026.06.28
백룸,megabox,10,성공적인 게임 영화,2026.06.28
백룸,megabox,7,깜놀하는 구간 많음,2026.06.28
백룸,megabox,10,대박 😀 👍 ^^Good 몰입되는 것이 좋다 대박 ㅋㅋ 냉장고에 사람 얼굴이 들어가있고 대박 ㅋㅋ 처음부터 긴장하게 된다 😀^^GOOD 대박 난 무서운거 실어잉~^^화이팅,2026.06.28
백룸,megabox,10,너무 재밌었어요!!!,2026.06.28
백룸,megabox,10,아어어어저머탸퍄다밭,2026.06.28
백룸,megabox,7,백룸 백룸 백룸 백룸,2026.06.28
백룸,megabox,10,넘재밌다뿅뿅 백룸 좋아하는 사람은 제대로 즐길 수 있어요 마치 나처럼,2026.06.28
백룸,megabox,7,잘 구현된 백룸. 티켓이 아깝진 않았다,2026.06.28
백룸,megabox,8,YouTube에서 작품 설명 보고 가니 더 이해 잘 되고 재밌었어요.,2026.06.28
백룸,megabox,4,"노란 색 마인크래프트속의 잔혹사, 상당히 불편했음",2026.06.28
백룸,megabox,8,지옥같은 현실보다 백룸으로 가기를 택하는 사람들이 이렇게나 많은 세상이 되어버렸구나.,2026.06.28
백룸,megabox,4,이거 보지 마세요. 디스클로저 데이 보고 이거 보자고 했다가 영화 선택 발언권 영구히 잃었습니다.,2026.06.28
백룸,megabox,5,멀미나는 영화였슨 그치만 연기는 좋앗슨,2026.06.27
백룸,megabox,6,이해하지말고 느껴라 잘파세대의 대표영화일지도,2026.06.27
백룸,megabox,10,사운드가 진짜 지림,2026.06.27
백룸,megabox,8,"다른 세계를 연구를 관심을 가지려 했는데, 살짝 비켜 가는 가랑비 같은 긴장을 준다.",2026.06.27
백룸,megabox,10,".,.,.,.,.,.,.,.,.,.,",2026.06.27
백룸,megabox,10,나름 볼만합니다.정신세계와 백룸에 관계된 이야기같아요,2026.06.27
백룸,megabox,10,재미있게 관람했습니다!!!,2026.06.27
백룸,megabox,10,최고의영화 굳굳 조아요,2026.06.27
백룸,megabox,10,조아요저아여2ㅓ아여오,2026.06.27
백룸,megabox,8,상상력을 자극해요~,2026.06.27
백룸,megabox,10,감독이 저보다 연하인데 벽이 느껴지는 영화였습니다..,2026.06.27
백룸,megabox,10,너무 무서워. ㅡ.,2026.06.27
백룸,megabox,4,좀 지루했습니다 중간에 졸았음..^^ 그리고 되게 심오한 느낌?,2026.06.27
백룸,megabox,1,유튜브 모음집을 보는 게 더 좋겠다.,2026.06.27
백룸,megabox,10,연출 몰입굿👍👍👍,2026.06.27
백룸,megabox,7,"뭐 그냥저냥 비추,,,,",2026.06.27
백룸,megabox,8,백룸에 원래 관심있는 편인데 잘 구현한 듯,2026.06.27
백룸,megabox,10,오랜만에 집중해서 본 영화였습니다,2026.06.27
백룸,megabox,8,긴장감을 주는 영화적인 연출이 좋았습니다.,2026.06.27
백룸,megabox,10,진짜 영화관에서 봐야할 영화!!,2026.06.27
백룸,megabox,10,몰입을 심하게 헸더니 현실이 백룸으로 보이기 시작한다,2026.06.27
백룸,megabox,8,결말이 마음에 든다,2026.06.27
백룸,megabox,9,진부한 전개는 아님 코즈믹호러적 연출을 나름 잘 살렸음,2026.06.27
백룸,megabox,6,생각한 백룸이 아닌거 같긴한데..,2026.06.27
백룸,megabox,5,어우스트레스받아죽는줄,2026.06.27
백룸,megabox,7,"열린결말 노노,,,,",2026.06.27
백룸,megabox,6,이게 뭔가요..ㅜㅡㅜ 무슨내용인지...,2026.06.27
백룸,megabox,5,이건 저와는 공명하지 않는 영화인것 같습니다...,2026.06.27
백룸,megabox,10,재미있게 잘 봤습니다,2026.06.27
백룸,megabox,10,저녁영화로 보고나오니 여기도 백룸같고 저기도 백룸같아서 호달달 재밌게 집에 갔어요,2026.06.26
백룸,megabox,7,괜찮았어요 독특하고,2026.06.26
백룸,megabox,7,내용이 어색하면서 너무 잔인한 영화,2026.06.26
백룸,megabox,5,정신병과 관련된 영화,2026.06.26
백룸,megabox,6,새로운 컨셉이 영화의 시각을 넓혀 준 작품같았다. 다만 뭔가 층위가 딱 떨어지지 않는 서사와 해석의 여지가 너무 넓어 오히려 답답했다.,2026.06.26
백룸,megabox,7,초반부 너무 지루하고 영화에서 뭘 이야기 하고 싶은지 좀 난이했어요,2026.06.26
백룸,megabox,6,생각보다 지루했어요,2026.06.26
백룸,megabox,10,영화가 좀 별로고 왠지 재미가 없네요!,2026.06.26
백룸,megabox,9,15세 관람가 치곤 좀 무섭고 기괴했어요. 근데 그래도 재밌고 흥미진진하게 잘 봤습니다~!! 다만 마무리 부분이 좀 아쉬웠어요...,2026.06.26
백룸,megabox,8,𝌞𝌣𝍂삺렩𝌦𝌬𝌻𝌱𝌴깵,2026.06.26
백룸,megabox,7,스릴 넘친다 창의적인 공포영화,2026.06.26
백룸,megabox,10,2가 빨리 나왔으면,2026.06.26
백룸,megabox,8,온몸에 힘이 빠지도록 긴장하면서 봤네요.,2026.06.26
백룸,megabox,9,분위기 장난 없었습니다 근데 백룸 자체의 공포보단 백룸의 세계관을 다루는 느낌이 더 강했습니다,2026.06.26
백룸,megabox,8,"무섭고, 심리 철학적으로 해석 여지도 주는 찐 음모론 영화!!",2026.06.26
백룸,megabox,6,그래서이게무슨내용인데욤,2026.06.26
백룸,megabox,10,공간이 주는 오싹함이 좋았네요,2026.06.26
백룸,megabox,10,간만에 흥미진진하게 잘 보았습니다,2026.06.26
백룸,megabox,8,분위기가 아주좋았다,2026.06.26
백룸,megabox,7,이해는 안갔지만 그럭저럭 재밌게 봤음,2026.06.26
백룸,megabox,6,기괴하고 참신한 느낌..,2026.06.26
백룸,megabox,8,상당히 흥미로웠습니다.,2026.06.26
백룸,megabox,3,무슨 내용인지.. 무슨 장르인지.. 음.. 그래도 지루하진 않ㅇㅏ요,2026.06.26
백룸,megabox,6,무슨 내용인지 .결말도 모르겠음,2026.06.26
백룸,megabox,6,메리박사 캐스팅이 개큰실수.,2026.06.26
백룸,megabox,10,재미있게 잘 봤습니다,2026.06.26
백룸,megabox,10,완전 많이 좋았어요!!,2026.06.26
백룸,megabox,7,흥미롭게 잘 봤습니다,2026.06.26
백룸,megabox,6,난해하고 머리아프게 하는...,2026.06.26
백룸,megabox,8,이 영화는 한번 보면 안됨,2026.06.26
백룸,megabox,10,백룸 세계관을 진짜 잘 구현한것 같아요,2026.06.26
백룸,megabox,8,좀 어려워요! 또 보ㅓ야갰어요,2026.06.26
백룸,megabox,2,재밌게 보신 분들 대체 어떻게 재밌게 보신 건가요?,2026.06.26
백룸,megabox,10,심장을 조여오는 긴장감과 압박감.. 숨 참고 봤습니다,2026.06.26
백룸,megabox,10,기대하고 봤는데 영화가 생각보다 지루하다고 생각하던 찰나 갑툭튀들이 나와서 다시 긴장감있게 몰입해서 보게되는 연출이 좋았던 것 같아요 재미있었습니다,2026.06.26
백룸,megabox,8,그저 존재할 뿐인 가구들의 매장,2026.06.26
백룸,megabox,8,자유롭게 드나든다는 점에서 기존의 백룸과는 분위기가 달라 익숙한 느낌을 찾으시는 분들께는 불호일듯 백룸의 새로운 정신적인 재해석이 신선해서 좋았음 순수하게 재밌게 본거같다,2026.06.25
백룸,megabox,10,"A24에서 대탈출을 만든다면 이런 느낌일까? 대대대대탈출,,",2026.06.25
백룸,megabox,8,재밌긴 한데 난해하다 이해하기 힘들어,2026.06.25
백룸,megabox,10,원래 인터넷괴담 좋아해서 재밌게 봄,2026.06.25
백룸,megabox,7,재미있어요. 재미.,2026.06.25
백룸,megabox,7,재밌다. 설정집 깉은 느낌을 기대하고 보면 실망스러울수도...,2026.06.25
백룸,megabox,6,긴장감만 잔뜩 풍기다가 끝나버렸다,2026.06.25
백룸,megabox,6,생각보다 기괴하네요.. 8번출구보단 나은데 호불호 있어요,2026.06.25
백룸,megabox,6,보고 나니까 속이 안좋음,2026.06.25
백룸,megabox,1,와...너무 실망함,2026.06.25
백룸,megabox,7,공간의 분위기만큼은 인정할만하고 스토리도 절묘하게 써나갔다,2026.06.25
백룸,megabox,10,464646646464,2026.06.25
백룸,megabox,10,무서움 환타지 심리 뒤죽박죽 뒤끝 작렬영화랍니다,2026.06.25
백룸,megabox,10,무서울줄 알았는데 뭔가 좀 .. 아련? 불쌍? 쓸쓸한 영화였어요..,2026.06.25
백룸,megabox,6,"백룸 자체의 연출은 훌륭했으나, 스토리의 개연성이 부족하다. 뜬금전개 위주의 구성. 각 주인공의 스토리를 더 활용했으면... 특히 남주가 갑자기 정신병자가 된듯한 스토리는 좀..",2026.06.25
백룸,megabox,7,난해하다 연출이 다함,2026.06.25
백룸,megabox,4,아휴 보기 힘들다!!,2026.06.25
백룸,megabox,1,왜봄? 나진짜이해안됨 아니 내가 뭔가 영상관람 이해도가 떨어지는 거 아닌 이상 이게 뭔가 싶음 공포물은 절대 아니고 그냥 열린결말인듯,2026.06.25
백룸,megabox,1,감독이 꺼드럭댈라고 만든 영화.,2026.06.25
백룸,megabox,7,뭔가 이프로 부족한 느낌,2026.06.25
백룸,megabox,10,2번째 관람. 백룸보고 자꾸 여기저기 두드려보고 뒤돌아볼수있음 주의 ⚠️,2026.06.25
백룸,megabox,7,재능있는 감독의 영화,2026.06.25
백룸,megabox,10,너무 제밋엇어여!!,2026.06.25
백룸,megabox,7,그냉 그러네여 저는 별루,2026.06.25
백룸,megabox,7,백룸에서 기대하는 시각적 연출 만큼은 탁월,2026.06.25
백룸,megabox,7,참신한 소재에 비해 불친절하고 아쉬운 연출,2026.06.25
백룸,megabox,6,"""백룸""이 주제가 아니였다면 망했을 영화",2026.06.25
백룸,megabox,8,시점에 공들인 영화,2026.06.25
백룸,megabox,6,걍 노잼이야 노잼 ㅋㅋ,2026.06.25
백룸,megabox,8,잘 관람햇습니다~~,2026.06.25
백룸,megabox,10,매우심오하면서 내면적 생각을하게함,2026.06.25
백룸,megabox,7,재미있게 봤습니다 다음시리즈도 기대됩니다,2026.06.25
백룸,megabox,8,데이터센터 속을 헤매는 인간을 표현한 수작임.,2026.06.24
백룸,megabox,10,극쫄보에게는 무서웠지만.. 지금 세계의 데모버전이 현재 버전의 데이터를 업데이트해서 점차 커져 오히려 집어삼키는 느낌이었다. 백룸은 어디까지 확장될까.,2026.06.24
백룸,megabox,7,재밌는데 마지막에 약간 똥싸다 끊긴느낌 근데 그런 점도 나쁘지 않은것같다,2026.06.24
백룸,megabox,8,리뷰를 보고갔더니 더 어렵게 파고들었던 영화,2026.06.24
백룸,megabox,10,Ganshenelsvd e e ebeheie,2026.06.24
백룸,megabox,6,흥미롭다 단편이었다면,2026.06.24
백룸,megabox,9,"낯설지만 흥미진진한 공간 호러,",2026.06.24
백룸,megabox,7,마무리가 무척 아쉽네요,2026.06.24
백룸,megabox,7,원작 스토리를 더 잘 전개해보았더라면,2026.06.24
백룸,megabox,6,와 이렇게 쫄은건 첨이네,2026.06.24
백룸,megabox,5,신선하였지만 똥싸다만느낌,2026.06.24
백룸,megabox,5,별로 재미있지않고 이해가 잘안되요,2026.06.24
백룸,megabox,9,"백룸 (Backrooms, 2026)",2026.06.24
백룸,megabox,10,너무좋아요 감사합니다,2026.06.24
백룸,megabox,10,인생 첫 공포영화로 봤는데 재밌었어요! 흥미롭고 자꾸 생각해보게 되어서 잘 봤습니다,2026.06.24
백룸,megabox,8,추천해요! 긴장하며 깜놀하며 봤어요!,2026.06.24
백룸,megabox,9,기대 안 하고 들어갔다가 감독에게 탄복하며 나옴,2026.06.24
백룸,megabox,6,"초반엔 살짝 지루하고 좀 난해함, 긴장감있고 괜찮은 영화이긴 함. 애초에 영화의 소재인 백룸 자체가 원래 스토리가 있는 것도 아닌데 이정도로 만든 것도 대단하다고 생각함.",2026.06.24
백룸,megabox,7,머리가 약간 어지러워요ㅋㅋ,2026.06.24
백룸,megabox,9,소재가 밥상차리고 배우들이 맛있게 떠주는,2026.06.24
백룸,megabox,7,생각보다 더 무서웠어요,2026.06.24
백룸,megabox,6,꽤 흥미로운 확장.,2026.06.24
백룸,megabox,8,개존잼 잘만듦 공포영화치고 지루한 타임없음 와 이제 본격적으로 시작하는 건가?싶을때 끝남. 갑자기 똥싸다 끊긴 느낌임,2026.06.24
백룸,megabox,9,영화의 전개나 인과관계가 명확하고 딱 떨어지는걸 좋아하면 비추 상징적이고 알듯말듯하고 분위기 있는 거 좋아하면 강추,2026.06.24
백룸,megabox,8,내면의 무한한 공간 속 멈춰서고 싶은 곳,2026.06.24
백룸,megabox,8,미스터리한 장소 미지의 공포,2026.06.24
백룸,megabox,8,영화 정말 재미있네요,2026.06.24
백룸,megabox,10,영화관가서 한번 볼만한 영화정도!,2026.06.24
백룸,megabox,6,왤케 생각보다 안정형이니,2026.06.24
백룸,megabox,7,"소재는 신선하고 재밌는데, 고구마 백만개 먹은듯한 느낌.",2026.06.24
백룸,megabox,8,내용이 심오해서 좋았어요. 뱍룸의 의미를 생각해보는 재미가 있었어요.,2026.06.24
백룸,megabox,10,트라우마의 시각화를 잘한듯,2026.06.24
백룸,megabox,7,재밌어요 가볍게 보기 좋아요,2026.06.24
백룸,megabox,1,대체....이건....누가평점을 이렇게준...?,2026.06.24
백룸,megabox,7,1234567890,2026.06.24
백룸,megabox,9,여러가지 해석이 가능한 작품같습니다,2026.06.24
백룸,megabox,7,곡성보고 나온 기분이에요 기빨리고 무섭네요 내용은 어려워서 백룸 해석영상 보려구요,2026.06.23
백룸,megabox,10,너무 재밌게 잘 봤습니다,2026.06.23
백룸,megabox,7,나는 누구 여긴 어디,2026.06.23
백룸,megabox,10,긴장감 있고 그냥 와!! 크리처!! 하는 영화가 아니라 좋아요,2026.06.23
백룸,megabox,10,재밋게 잘봤어요 ~~,2026.06.23
백룸,megabox,7,아아..재능통이온다,2026.06.23
백룸,megabox,10,무서워유 갑툳튀 흑흑,2026.06.23
백룸,megabox,10,예상보다 훨씬 수작이었어요. 후속편도 기대됨,2026.06.23
백룸,megabox,10,간만에 보는 쫄깃함,2026.06.23
백룸,megabox,4,평범한 B급 영화 그 이상 그 이하도 아닌듯.,2026.06.23
백룸,megabox,10,갑툭튀보다 심리적으로 공포감을 느껴지는 영화,2026.06.23
백룸,megabox,10,너무무섭지만 잘만들엇어용,2026.06.23
백룸,megabox,9,"내면의 상처와 트라우마를 당당하게 마주하며, 더 깊숙이 파고들어가 모든 문을 열고 미로를 빠져나오길.",2026.06.23
백룸,megabox,10,극호입니다 진짜 재밌게 봤어요,2026.06.23
백룸,megabox,10,뭐라는건지 진짜 모르겠어요....,2026.06.23
백룸,megabox,7,"악몽의 시각화, 내면의 악몽",2026.06.23
백룸,megabox,2,잘잤어요 하나도안무서워요 어줍짢은그로테스함 잔인하지도않아요 음향은커서 무섭진않고 거슬릴정도요,2026.06.23
백룸,megabox,10,날 백룸으로 보내줘,2026.06.23
백룸,megabox,6,새로운 장르를 본듯,2026.06.23
백룸,megabox,10,"쫄깃, 심쿵, 집중, 감탄, 반전 굿!!",2026.06.23
백룸,megabox,9,스릴있고 반전매력이 있었음,2026.06.23
백룸,megabox,7,백룸 재밌게 봤습니다,2026.06.23
백룸,megabox,2,너무너무 별로다 졸리다,2026.06.23
백룸,megabox,7,재미는 있는 거 같은데 설명이 너무 불친절한 영화네요..,2026.06.23
백룸,megabox,10,개재밋어용 점프스퀘어 약간 잇긴한딤 엄청 무섭진 않아용,2026.06.23
백룸,megabox,6,생각보다 점프스퀘어 많고 생각보다 잔인함,2026.06.22
백룸,megabox,9,재밌게 관람했어요.,2026.06.22
백룸,megabox,10,영화 너무 잘 봤어요,2026.06.22
백룸,megabox,10,중간 중간 놀라기도 하고 무섭기도 했는데 재미있게 잘 보았어요~^…^~,2026.06.22
백룸,megabox,6,백룸 감성은 역시 오리지날이라 그런지 구현 잘되어있음 스토리흐름은 잘 모르겠음 영상은 매우 이쁨,2026.06.22
백룸,megabox,6,재미는 있었는데 묘하다..,2026.06.22
백룸,megabox,8,재미있게 잘 봤습니다,2026.06.22
백룸,megabox,8,"살짝 어려운 영화, 트라우마와 내면을 다룹니다. 연구소가 나오면서 좀 약간 애매한 부분이 있긴해요",2026.06.22
백룸,megabox,7,생각보다 묘하고 ㄱㅊ앗음…,2026.06.22
백룸,megabox,6,재미는 있었는데 연구소가 좀 짜친다,2026.06.22
백룸,megabox,10,무난하게 재밌음 영상미 좋음,2026.06.22
